1778860103	wlp3s0	1253434151	1304345296
1778860102	wlp3s0	1253432908	1304345202
1778860101	wlp3s0	1253432308	1304345202
1778860100	wlp3s0	1253431034	1304345006
1778860098	wlp3s0	1253429844	1304344716
1778860097	wlp3s0	1253429208	1304344614
1778860096	wlp3s0	1253429040	1304343710
1778860095	wlp3s0	1253428734	1304343608
1778860094	wlp3s0	1253427211	1304342634
1778860093	wlp3s0	1253423557	1304327908
1778860091	wlp3s0	1253418814	1304323456
1778860090	wlp3s0	1253416685	1304320545
1778860089	wlp3s0	1253416337	1304320545
1778860088	wlp3s0	1253415598	1304320318
1778860087	wlp3s0	1253415058	1304320318
1778860086	wlp3s0	1253414400	1304320224
1778860084	wlp3s0	1253413686	1304320122
1778860083	wlp3s0	1253413626	1304320020
1778860082	wlp3s0	1253406414	1304312822
1778860081	wlp3s0	1253398002	1304298416
1778860080	wlp3s0	1253395814	1304298314
1778860079	wlp3s0	1253394107	1304297292
1778860078	wlp3s0	1253393927	1304297198
1778860076	wlp3s0	1253393245	1304297198
1778860075	wlp3s0	1253393119	1304296568
1778860074	wlp3s0	1253392366	1304296568
1778860073	wlp3s0	1253392060	1304296442
1778860072	wlp3s0	1253391451	1304296442
1778860071	wlp3s0	1253389750	1304296442
1778860069	wlp3s0	1253388666	1304295812
1778860068	wlp3s0	1253388240	1304295710
1778860067	wlp3s0	1253388054	1304294908
1778860066	wlp3s0	1253387568	1304294712
1778860065	wlp3s0	1253386800	1304294508
1778860064	wlp3s0	1253386573	1304294508
1778860063	wlp3s0	1253385655	1304294132
1778860061	wlp3s0	1253385439	1304294132
1778860060	wlp3s0	1253384893	1304293502
1778860059	wlp3s0	1253384457	1304293408
1778860058	wlp3s0	1253364471	1304284518
1778860057	wlp3s0	1253364411	1304283786
1778860056	wlp3s0	1253364087	1304283528
1778860054	wlp3s0	1253363055	1304283528
1778860053	wlp3s0	1253362835	1304283198
1778860052	wlp3s0	1253362403	1304283096
1778860051	wlp3s0	1253355095	1304275782
1778860050	wlp3s0	1253347323	1304261664
1778860049	wlp3s0	1253346537	1304260302
1778860047	wlp3s0	1253346039	1304259578
1778860046	wlp3s0	1253345717	1304259578
1778860045	wlp3s0	1253345404	1304259484
1778860044	wlp3s0	1253344234	1304259484
1778860043	wlp3s0	1253344108	1304258854
1778860042	wlp3s0	1253343886	1304258854
1778860041	wlp3s0	1253343008	1304258760
1778860039	wlp3s0	1253341901	1304258530
1778860038	wlp3s0	1253341124	1304258334
1778860037	wlp3s0	1253340491	1304258232
1778860036	wlp3s0	1253339735	1304256612
1778860035	wlp3s0	1253339142	1304256396
1778860033	wlp3s0	1253338652	1304256168
1778860032	wlp3s0	1253333987	1304160706
1778860031	wlp3s0	1253332665	1304159982
1778860030	wlp3s0	1253330038	1304158035
1778860028	wlp3s0	1253328690	1304158035
1778860025	wlp3s0	1253306157	1304148411
1778860024	wlp3s0	1253305663	1304148317
1778860023	wlp3s0	1253304635	1304148317
1778860022	wlp3s0	1253303889	1304148215
1778860020	wlp3s0	1253298863	1304143307
1778860019	wlp3s0	1253288199	1304126683
1778860018	wlp3s0	1253287267	1304126291
1778860017	wlp3s0	1253286370	1304126095
1778860016	wlp3s0	1253285110	1304125887
1778860015	wlp3s0	1253283456	1304125793
1778860013	wlp3s0	1253283176	1304125573
1778860012	wlp3s0	1253282394	1304125479
1778860011	wlp3s0	1253281333	1304125134
1778860010	wlp3s0	1253278505	1304123753
1778860009	wlp3s0	1253276100	1304123363
1778860007	wlp3s0	1253274674	1304122924
1778860006	wlp3s0	1253273470	1304122477
1778860005	wlp3s0	1253273005	1304122179
1778860004	wlp3s0	1253272268	1304121975
1778860003	wlp3s0	1253270270	1304121477
1778860001	wlp3s0	1253269299	1304121018
1778860000	wlp3s0	1253267723	1304120924
1778859999	wlp3s0	1253260067	1304114010
1778859998	wlp3s0	1253241774	1304113124
1778859996	wlp3s0	1253221430	1304101186
1778859995	wlp3s0	1253206027	1304093008
1778859994	wlp3s0	1253175922	1304074824
1778859992	wlp3s0	1253163037	1304070448
1778859991	wlp3s0	1253160214	1304068992
1778859990	wlp3s0	1253155168	1304063568
1778859989	wlp3s0	1253114511	1304033607
1778859987	wlp3s0	1253113916	1304026635
1778859986	wlp3s0	1253113174	1304025203
1778859985	wlp3s0	1253084733	1304023527
1778859984	wlp3s0	1253077454	1304005983
1778859983	wlp3s0	1253077067	1304005983
1778859981	wlp3s0	1253076638	1304005353
1778859980	wlp3s0	1253076518	1304005353
1778859979	wlp3s0	1253075492	1304005353
1778859978	wlp3s0	1253074609	1304004342
1778859977	wlp3s0	1253073499	1304003135
1778859976	wlp3s0	1253073319	1304003033
1778859975	wlp3s0	1253072037	1304002837
1778859973	wlp3s0	1253070301	1304002289
1778859972	wlp3s0	1253065776	1303931978
1778859971	wlp3s0	1253064985	1303931774
1778859970	wlp3s0	1253063140	1303929241
1778859969	wlp3s0	1253055962	1303925261
1778859967	wlp3s0	1253055479	1303925094
1778859966	wlp3s0	1253054456	1303924076
1778859965	wlp3s0	1253053654	1303922060
1778859964	wlp3s0	1253052521	1303920980
1778859963	wlp3s0	1253052038	1303920980
1778859962	wlp3s0	1253051169	1303920256
1778859960	wlp3s0	1253050170	1303920256
1778859959	wlp3s0	1253049651	1303920154
1778859958	wlp3s0	1253041559	1303912232
1778859957	wlp3s0	1253033745	1303899307
1778859956	wlp3s0	1253032739	1303898097
1778859955	wlp3s0	1253031274	1303896966
1778859954	wlp3s0	1253030078	1303896140
1778859952	wlp3s0	1253028787	1303896014
1778859951	wlp3s0	1253027765	1303895384
1778859950	wlp3s0	1253027559	1303895384
1778859949	wlp3s0	1253025258	1303895032
1778859948	wlp3s0	1253024982	1303895032
1778859947	wlp3s0	1253023678	1303894938
1778859945	wlp3s0	1253023498	1303894938
1778859944	wlp3s0	1253022272	1303894750
1778859943	wlp3s0	1253021738	1303894554
1778859942	wlp3s0	1253021061	1303894194
1778859941	wlp3s0	1253018528	1303892720
1778859940	wlp3s0	1253017189	1303891880
1778859938	wlp3s0	1253010013	1303888217
1778859937	wlp3s0	1252992527	1303879690
1778859936	wlp3s0	1252992040	1303878966
1778859935	wlp3s0	1252991082	1303878872
1778859934	wlp3s0	1252990716	1303878872
1778859933	wlp3s0	1252990424	1303878872
1778859932	wlp3s0	1252987840	1303876762
1778859930	wlp3s0	1252985250	1303874054
1778859929	wlp3s0	1252978340	1303865676
1778859928	wlp3s0	1252970748	1303856438
1778859927	wlp3s0	1252964460	1303850782
1778859925	wlp3s0	1252960257	1303840726
1778859924	wlp3s0	1252959158	1303839634
1778859923	wlp3s0	1252958912	1303838902
1778859922	wlp3s0	1252958324	1303838706
1778859920	wlp3s0	1252957982	1303838706
1778859919	wlp3s0	1252936008	1303830602
1778859918	wlp3s0	1252932896	1303829756
1778859916	wlp3s0	1252908190	1303819228
1778859915	wlp3s0	1252907408	1303819134
1778859914	wlp3s0	1252905478	1303819040
1778859913	wlp3s0	1252904289	1303818832
1778859912	wlp3s0	1252899527	1303791685
1778859910	wlp3s0	1252895840	1303790342
1778859909	wlp3s0	1252866441	1303787727
1778859908	wlp3s0	1252859828	1303769925
1778859907	wlp3s0	1252859226	1303769823
1778859906	wlp3s0	1252857914	1303769627
1778859904	wlp3s0	1252856015	1303769533
1778859903	wlp3s0	1252854462	1303768725
1778859902	wlp3s0	1252853530	1303768725
1778859901	wlp3s0	1252853128	1303768095
1778859899	wlp3s0	1252851934	1303767837
1778859898	wlp3s0	1252850893	1303767516
1778859897	wlp3s0	1252850307	1303767446
1778859896	wlp3s0	1252838550	1303756152
1778859895	wlp3s0	1252833740	1303745488
1778859893	wlp3s0	1252833383	1303745159
1778859892	wlp3s0	1252832477	1303744325
1778859891	wlp3s0	1252828079	1303743132
1778859890	wlp3s0	1252818587	1303737242
1778859889	wlp3s0	1252817008	1303737148
1778859888	wlp3s0	1252816086	1303737148
1778859886	wlp3s0	1252815822	1303737148
1778859885	wlp3s0	1252815356	1303737148
1778859884	wlp3s0	1252814306	1303736424
1778859883	wlp3s0	1252813730	1303736236
1778859882	wlp3s0	1252812936	1303735442
1778859881	wlp3s0	1252812394	1303735328
1778859879	wlp3s0	1252811302	1303735226
1778859878	wlp3s0	1252805896	1303731339
1778859877	wlp3s0	1252789982	1303724826
1778859876	wlp3s0	1252714574	1303717612
1778859875	wlp3s0	1252713731	1303717416
1778859874	wlp3s0	1252712213	1303717220
1778859872	wlp3s0	1252711641	1303717220
1778859871	wlp3s0	1252710659	1303716464
1778859870	wlp3s0	1252710419	1303716464
1778859869	wlp3s0	1252709787	1303716464
1778859868	wlp3s0	1252707345	1303713756
1778859866	wlp3s0	1252702851	1303709768
1778859865	wlp3s0	1252697309	1303703700
1778859864	wlp3s0	1252687232	1303688120
1778859863	wlp3s0	1252682414	1303688006
1778859862	wlp3s0	1252681386	1303687708
1778859861	wlp3s0	1252679509	1303687504
1778859859	wlp3s0	1252672086	1303687402
1778859858	wlp3s0	1252669069	1303687300
1778859857	wlp3s0	1252668347	1303687104
1778859856	wlp3s0	1252667676	1303687010
1778859854	wlp3s0	1252666121	1303686916
1778859853	wlp3s0	1252665815	1303686728
1778859852	wlp3s0	1252661056	1303586630
1778859851	wlp3s0	1252647676	1303573456
1778859850	wlp3s0	1252629613	1303571291
1778859848	wlp3s0	1252604302	1303551422
1778859847	wlp3s0	1252595752	1303548430
1778859846	wlp3s0	1252595260	1303547514
1778859843	wlp3s0	1252575612	1303539119
1778859841	wlp3s0	1252547135	1303538085
1778859838	wlp3s0	1252501783	1303502779
1778859837	wlp3s0	1252496170	1303497358
1778859836	wlp3s0	1252486711	1303480310
1778859835	wlp3s0	1252481946	1303475176
1778859834	wlp3s0	1252460335	1303457708
1778859832	wlp3s0	1252447642	1303445446
1778859831	wlp3s0	1252445568	1303444081
1778859830	wlp3s0	1252445082	1303443877
1778859829	wlp3s0	1252441977	1303443297
1778859828	wlp3s0	1252440909	1303442672
1778859826	wlp3s0	1252440669	1303442672
1778859825	wlp3s0	1252412482	1303441720
1778859824	wlp3s0	1252394474	1303417384
1778859823	wlp3s0	1252382195	1303403632
1778859822	wlp3s0	1252381613	1303403518
1778859820	wlp3s0	1252372560	1303395602
1778859819	wlp3s0	1252368458	1303393256
1778859818	wlp3s0	1252361050	1303391137
1778859817	wlp3s0	1252359297	1303388782
1778859816	wlp3s0	1252357977	1303388586
1778859814	wlp3s0	1252350541	1303387967
1778859813	wlp3s0	1252344944	1303378576
1778859812	wlp3s0	1252344096	1303378482
1778859811	wlp3s0	1252315990	1303377068
1778859810	wlp3s0	1252300743	1303359735
1778859809	wlp3s0	1252299851	1303359105
1778859807	wlp3s0	1252281274	1303340095
1778859806	wlp3s0	1252278475	1303337121
1778859805	wlp3s0	1252278295	1303337121
1778859804	wlp3s0	1252277869	1303337121
1778859803	wlp3s0	1252266842	1303328103
1778859802	wlp3s0	1252254942	1303312293
1778859800	wlp3s0	1252254180	1303312191
1778859799	wlp3s0	1252253233	1303310727
1778859798	wlp3s0	1252252987	1303310523
1778859797	wlp3s0	1252252801	1303309630
1778859796	wlp3s0	1252223243	1303309148
1778859795	wlp3s0	1252208423	1302919805
1778859793	wlp3s0	1252118027	1295349407
1778859792	wlp3s0	1252112536	1295151662
1778859791	wlp3s0	1252112200	1295151568
1778859790	wlp3s0	1252098882	1295137365
1778859789	wlp3s0	1240809569	1294987976
1778859787	wlp3s0	1240330452	1294957800
1778859786	wlp3s0	1240329600	1294956912
1778859785	wlp3s0	1240329294	1294956708
1778859784	wlp3s0	1240328100	1294955874
1778859783	wlp3s0	1240327205	1294955584
1778859781	wlp3s0	1240325800	1294955294
1778859780	wlp3s0	1240325614	1294954562
1778859779	wlp3s0	1240324822	1294953932
1778859778	wlp3s0	1240312901	1294947514
1778859777	wlp3s0	1240312601	1294947514
1778859776	wlp3s0	1240312301	1294947514
1778859775	wlp3s0	1240311809	1294946884
1778859773	wlp3s0	1240311388	1294946790
1778859772	wlp3s0	1240307314	1294943242
1778859771	wlp3s0	1240296182	1294925608
1778859770	wlp3s0	1240295368	1294924758
1778859769	wlp3s0	1240293354	1294924004
1778859768	wlp3s0	1240289443	1294921182
1778859766	wlp3s0	1240287652	1294916459
1778859765	wlp3s0	1240287125	1294916357
1778859764	wlp3s0	1240286712	1294916357
1778859763	wlp3s0	1240285955	1294916099
1778859762	wlp3s0	1240285775	1294916099
1778859761	wlp3s0	1240284777	1294916005
1778859759	wlp3s0	1240284291	1294916005
1778859758	wlp3s0	1240283347	1294915911
1778859757	wlp3s0	1240282340	1294915911
1778859756	wlp3s0	1240282340	1294915911
1778859755	wlp3s0	1240281974	1294915809
1778859754	wlp3s0	1240279053	1294915249
1778859752	wlp3s0	1240205709	1291843222
1778859751	wlp3s0	1240025594	1282530906
1778859750	wlp3s0	1240007412	1282530078
1778859749	wlp3s0	1239993395	1282515712
1778859748	wlp3s0	1239992921	1282515618
1778859747	wlp3s0	1239986081	1282513978
1778859746	wlp3s0	1239985841	1282513978
1778859744	wlp3s0	1239985415	1282513978
1778859743	wlp3s0	1239984097	1282513254
1778859742	wlp3s0	1239979342	1282508750
1778859741	wlp3s0	1239969304	1282499018
1778859738	wlp3s0	1239947279	1282481607
1778859736	wlp3s0	1239918152	1282480001
1778859733	wlp3s0	1239868554	1282442511
1778859732	wlp3s0	1239863717	1282340267
1778859731	wlp3s0	1239862302	1282340173
1778859730	wlp3s0	1239859921	1282337554
1778859729	wlp3s0	1239859329	1282337440
1778859728	wlp3s0	1239845060	1282337108
1778859727	wlp3s0	1239816226	1282321536
1778859725	wlp3s0	1239805696	1282314192
1778859724	wlp3s0	1239798414	1282306480
1778859723	wlp3s0	1239796232	1282304381
1778859722	wlp3s0	1239793394	1282303809
1778859721	wlp3s0	1239792032	1282303495
1778859720	wlp3s0	1239790158	1282301811
1778859719	wlp3s0	1239789324	1282301615
1778859718	wlp3s0	1239758213	1282286813
1778859716	wlp3s0	1239736143	1282279984
1778859714	wlp3s0	1239729636	1282277046
1778859713	wlp3s0	1239724939	1282275354
1778859712	wlp3s0	1239720401	1282274978
1778859711	wlp3s0	1239719773	1282274978
1778859710	wlp3s0	1239713607	1282269142
1778859709	wlp3s0	1239703590	1282253646
1778859708	wlp3s0	1239701664	1282253011
1778859707	wlp3s0	1239701172	1282252564
1778859705	wlp3s0	1239700176	1282251832
1778859704	wlp3s0	1239672303	1282251248
1778859703	wlp3s0	1239657142	1282235871
1778859702	wlp3s0	1239639695	1282220271
1778859701	wlp3s0	1239639299	1282220271
1778859700	wlp3s0	1239635425	1282219331
1778859699	wlp3s0	1239634939	1282219331
1778859698	wlp3s0	1239614621	1282211032
1778859697	wlp3s0	1239613887	1282211032
1778859695	wlp3s0	1239584155	1282209226
1778859694	wlp3s0	1239555087	1282180348
1778859693	wlp3s0	1239548138	1282172648
1778859692	wlp3s0	1239547219	1282172358
1778859691	wlp3s0	1239543182	1282170874
1778859690	wlp3s0	1239542372	1282170772
1778859688	wlp3s0	1239541022	1282170356
1778859687	wlp3s0	1239539888	1282170074
1778859686	wlp3s0	1239539366	1282170074
1778859685	wlp3s0	1239539024	1282170074
1778859684	wlp3s0	1239537714	1282169980
1778859683	wlp3s0	1239502887	1282138318
1778859682	wlp3s0	1239501118	1282138130
1778859681	wlp3s0	1239491447	1282130609
1778859679	wlp3s0	1239488151	1282128321
1778859678	wlp3s0	1239479198	1282119863
1778859677	wlp3s0	1239474487	1282109293
1778859676	wlp3s0	1239473335	1282108459
1778859675	wlp3s0	1239472211	1282108193
1778859674	wlp3s0	1239471378	1282108021
1778859673	wlp3s0	1239469050	1282107637
1778859672	wlp3s0	1239468210	1282103789
1778859670	wlp3s0	1239466902	1282102898
1778859669	wlp3s0	1239460628	1282096905
1778859668	wlp3s0	1239459988	1282096779
1778859667	wlp3s0	1239459628	1282096779
1778859666	wlp3s0	1239458605	1282096579
1778859665	wlp3s0	1239457253	1282096485
1778859664	wlp3s0	1239455457	1282096391
1778859663	wlp3s0	1239454500	1282096195
1778859662	wlp3s0	1239453686	1282095463
1778859660	wlp3s0	1239452822	1282095259
1778859659	wlp3s0	1239452190	1282095055
1778859658	wlp3s0	1239451524	1282094961
1778859657	wlp3s0	1239450376	1282094237
1778859656	wlp3s0	1239450016	1282094237
1778859655	wlp3s0	1239448529	1282093802
1778859654	wlp3s0	1239447189	1282093463
1778859653	wlp3s0	1239445974	1282093142
1778859651	wlp3s0	1239445518	1282093142
1778859650	wlp3s0	1239445035	1282093142
1778859649	wlp3s0	1239443614	1282093142
1778859648	wlp3s0	1239437862	1282087592
1778859647	wlp3s0	1239428416	1282078110
1778859646	wlp3s0	1239427870	1282070844
1778859645	wlp3s0	1239427564	1282070554
1778859644	wlp3s0	1239426353	1282069634
1778859643	wlp3s0	1239425836	1282069180
1778859641	wlp3s0	1239425354	1282068972
1778859640	wlp3s0	1239422906	1282064366
1778859639	wlp3s0	1239410345	1282056945
1778859638	wlp3s0	1239406552	1282056079
1778859637	wlp3s0	1239389264	1282047544
1778859636	wlp3s0	1239388934	1282046914
1778859635	wlp3s0	1239388214	1282046284
1778859634	wlp3s0	1239387225	1282046284
1778859632	wlp3s0	1239386416	1282046088
1778859631	wlp3s0	1239385818	1282045986
1778859630	wlp3s0	1239383540	1282045160
1778859629	wlp3s0	1239382766	1282044956
1778859628	wlp3s0	1239381634	1282044540
1778859627	wlp3s0	1239380348	1282044446
1778859626	wlp3s0	1239379988	1282044446
1778859625	wlp3s0	1239379442	1282044446
1778859623	wlp3s0	1239377895	1282044258
1778859622	wlp3s0	1239376372	1282044070
1778859621	wlp3s0	1239374947	1282044070
